edge_tail,edge_head,length,capacity,speed
934,933,1.618643,1201,0
934,1074,0.474911,1201,0
935,927,1.011993,99999,0
935,932,0.87772,99999,0
935,1331,0.883949,99999,0
936,187,1.004623,99999,0
936,948,2.319266,99999,0
937,938,0.248071,2161,0
937,969,0.575798,2161,0
938,937,0.248071,2161,0
938,939,0.751333,99999,0
938,946,0.478664,2161,0
939,938,0.751333,99999,0
940,941,0.303732,1201,0
940,966,0.786433,1201,0
940,992,0.447184,99999,0
941,940,0.303732,1201,0
941,6588,0.054781,1201,0
942,901,1.07915,99999,0
942,915,2.87764,961,0
942,6591,0.463095,961,0
943,944,1.607367,1201,0
943,1064,0.963121,99999,0
943,6589,2.228313,1201,0
944,943,1.607367,1201,0
944,948,1.41846,1201,0
944,949,1.221505,99999,0
945,946,1.064357,99999,0
946,938,0.478664,2161,0
946,945,1.064357,99999,0
946,947,0.56965,2161,0
947,946,0.56965,2161,0
947,6586,0.0433,2161,0
948,936,2.319266,99999,0
948,944,1.41846,1201,0
949,944,1.221505,99999,0
950,951,0.18353,99999,0
950,959,0.145556,99999,0
950,989,0.163419,99999,0
951,950,0.18353,99999,0
951,957,0.152252,961,0
951,1030,0.050928,961,0
951,1031,0.050454,961,0
952,953,0.292705,99999,0
952,961,0.122965,99999,0
952,991,0.239362,99999,0
953,952,0.292705,99999,0
953,958,0.068987,3825,0
953,1004,0.036571,3825,0
954,170,0.026256,961,0
954,191,0.05819,961,0
954,955,0.114837,99999,0
955,954,0.114837,99999,0
955,956,0.082556,99999,0
955,1031,0.080869,99999,0
956,168,0.103339,961,0
956,191,0.100951,961,0
956,955,0.082556,99999,0
956,957,0.086198,961,0
957,951,0.152252,961,0
957,956,0.086198,961,0
957,988,0.080104,961,0
958,953,0.068987,3825,0
958,959,0.209754,2161,0
958,1022,0.035897,3825,0
958,1024,0.316984,3825,0
959,950,0.145556,99999,0
959,958,0.209754,2161,0
959,990,0.235583,2161,0
960,961,0.173014,3825,0
960,1004,0.129771,3825,0
960,1040,0.143342,961,0
961,952,0.122965,99999,0
961,960,0.173014,3825,0
961,963,0.054842,3825,0
962,963,0.2937,99999,0
962,1017,0.331749,99999,0
963,961,0.054842,3825,0
963,962,0.2937,99999,0
963,974,0.182288,3825,0
964,965,0.962037,1201,0
964,997,0.375414,1201,0
965,901,1.219782,99999,0
965,964,0.962037,1201,0
965,966,0.314436,1201,0
966,940,0.786433,1201,0
966,965,0.314436,1201,0
966,1063,0.617429,961,0
967,162,0.104235,961,0
967,968,0.374333,961,0
967,976,0.196198,99999,0
968,967,0.374333,961,0
968,969,0.563202,2161,0
968,985,0.163485,2161,0
969,161,0.203723,1201,0
969,937,0.575798,2161,0
969,968,0.563202,2161,0
969,970,0.506868,961,0
970,969,0.506868,961,0
970,971,0.21268,99999,0
971,970,0.21268,99999,0
971,972,0.558472,99999,0
972,971,0.558472,99999,0
972,982,0.112153,3825,0
972,991,0.08913,3825,0
973,974,0.446781,99999,0
974,963,0.182288,3825,0
974,973,0.446781,99999,0
974,991,0.029602,3825,0
975,161,0.426112,99999,0
976,967,0.196198,99999,0
977,978,0.097779,99999,0
977,986,0.153308,99999,0
978,166,0.253392,961,0
978,977,0.097779,99999,0
978,979,0.102449,961,0
979,978,0.102449,961,0
979,980,0.114248,1201,0
979,987,0.158741,99999,0
979,990,0.223481,2161,0
980,979,0.114248,1201,0
980,981,0.212722,99999,0
980,986,0.072771,1201,0
981,980,0.212722,99999,0
981,982,0.226052,99999,0
982,972,0.112153,3825,0
982,981,0.226052,99999,0
982,983,0.158284,3825,0
983,982,0.158284,3825,0
983,984,0.20174,3825,0
984,983,0.20174,3825,0
984,985,0.151901,3825,0
984,986,0.059004,1201,0
985,164,0.158981,2161,0
985,968,0.163485,2161,0
985,984,0.151901,3825,0
986,977,0.153308,99999,0
986,980,0.072771,1201,0
986,984,0.059004,1201,0
987,190,0.171362,99999,0
987,979,0.158741,99999,0
987,988,0.189262,99999,0
988,957,0.080104,961,0
988,987,0.189262,99999,0
988,989,0.075072,961,0
989,950,0.163419,99999,0
989,988,0.075072,961,0
989,990,0.108832,961,0
990,959,0.235583,2161,0
990,979,0.223481,2161,0
990,989,0.108832,961,0
991,952,0.239362,99999,0
991,972,0.08913,3825,0
991,974,0.029602,3825,0
992,940,0.447184,99999,0
993,994,0.271205,961,0
993,999,0.105574,961,0
993,1042,0.146301,99999,0
994,175,0.182154,4250,0
994,993,0.271205,961,0
994,1057,0.073769,4250,0
995,996,0.365166,99999,0
995,997,0.213525,99999,0
996,995,0.365166,99999,0
996,1000,0.227741,1201,0
996,1045,0.188901,1201,0
997,964,0.375414,1201,0
997,995,0.213525,99999,0
997,1045,0.424535,1201,0
998,999,0.320436,3825,0
998,1000,0.046192,3825,0
998,1056,0.22649,99999,0
999,993,0.105574,961,0
999,998,0.320436,3825,0
999,1015,0.124792,3825,0
1000,996,0.227741,1201,0
1000,998,0.046192,3825,0
1000,1001,0.217225,961,0
1000,1048,0.212901,3825,0
1001,1000,0.217225,961,0
1001,1014,0.242,99999,0
1001,1016,0.304504,961,0
1002,1003,0.460219,1201,0
1002,1045,0.249522,1201,0
1002,1061,0.265497,1201,0
1003,899,0.101443,1201,0
1003,1002,0.460219,1201,0
1003,1062,0.418745,99999,0
1004,953,0.036571,3825,0
1004,960,0.129771,3825,0
1004,1007,0.171093,99999,0
1005,1006,0.157852,99999,0
1005,1012,0.071963,99999,0
1005,1036,0.094269,99999,0
1006,1005,0.157852,99999,0
1006,1011,0.109108,3825,0
1006,1013,0.044847,3825,0
1007,1004,0.171093,99999,0
1007,1008,0.2108,99999,0
1007,1009,0.186944,99999,0
1007,1040,0.249019,99999,0
1008,1007,0.2108,99999,0
1008,1009,0.343781,961,0
1008,1024,0.06373,961,0
1009,1007,0.186944,99999,0
1009,1008,0.343781,961,0
1009,1010,0.263865,961,0
1009,1040,0.433156,961,0
1010,1009,0.263865,961,0
1010,1017,0.154615,961,0
1010,1041,0.035669,99999,0
1011,1006,0.109108,3825,0
1011,1012,0.109023,3825,0
1011,1015,0.067292,3825,0
1012,1005,0.071963,99999,0
1012,1011,0.109023,3825,0
1012,1035,0.116498,3825,0
1013,1006,0.044847,3825,0
1013,1014,0.30869,99999,0
1013,1024,0.023552,3825,0
1014,1001,0.242,99999,0
1014,1013,0.30869,99999,0
1014,1015,0.308022,99999,0
1014,1016,0.166031,99999,0
1015,999,0.124792,3825,0
1015,1011,0.067292,3825,0
1015,1014,0.308022,99999,0
1016,1001,0.304504,961,0
1016,1014,0.166031,99999,0
1016,1017,0.472916,961,0
1017,962,0.331749,99999,0
1017,1010,0.154615,961,0
1017,1016,0.472916,961,0
1018,195,0.058442,3825,0
1018,1034,0.11518,99999,0
1018,1037,0.028186,3825,0
1019,1023,0.074221,961,0
1019,1034,0.03935,99999,0
1020,1019,0.133639,1700,0
1021,1022,0.150054,99999,0
1021,1023,0.131009,99999,0
1021,1039,0.116892,99999,0
1022,958,0.035897,3825,0
1022,1021,0.150054,99999,0
1023,1019,0.074221,961,0
1023,1021,0.131009,99999,0
1023,1036,0.045149,961,0
1024,958,0.316984,3825,0
1024,1008,0.06373,961,0
1024,1013,0.023552,3825,0
1024,1039,0.094227,961,0
1025,193,0.103244,961,0
1025,1029,0.070731,99999,0
1025,1031,0.054324,961,0
1026,172,0.016503,3825,0
1026,193,0.045144,3825,0
1027,1028,0.031082,6764,0
1028,1020,0.127925,6764,0
1028,1029,0.072008,99999,0
1029,1025,0.070731,99999,0
1029,1028,0.072008,99999,0
1029,1030,0.062534,99999,0
1030,951,0.050928,961,0
1030,1029,0.062534,99999,0
1031,951,0.050454,961,0
1031,955,0.080869,99999,0
1031,1025,0.054324,961,0
1032,1033,0.08722,961,0
1032,1035,0.073697,3825,0
1032,1037,0.068069,3825,0
1033,1032,0.08722,961,0
1033,1036,0.024085,961,0
1034,1018,0.11518,99999,0
1034,1019,0.03935,99999,0
1035,200,0.088214,4250,0
1035,1012,0.116498,3825,0
1035,1032,0.073697,3825,0
1035,1038,0.021956,99999,0
1036,1005,0.094269,99999,0
1036,1023,0.045149,961,0
1036,1033,0.024085,961,0
1037,197,0.055633,99999,0
1037,1018,0.028186,3825,0
1037,1032,0.068069,3825,0
1038,1035,0.021956,99999,0
1039,1021,0.116892,99999,0
1039,1024,0.094227,961,0
1040,960,0.143342,961,0
1040,1007,0.249019,99999,0
1040,1009,0.433156,961,0
1041,1010,0.035669,99999,0
1042,202,0.252902,99999,0
1042,993,0.146301,99999,0
1043,204,0.080982,99999,0
1043,1044,0.417165,2125,0
1043,1058,0.080914,2125,0
1044,1043,0.417165,2125,0
1044,1047,0.143694,99999,0
1044,1050,0.105527,2125,0
1045,996,0.188901,1201,0
1045,997,0.424535,1201,0
1045,1002,0.249522,1201,0
1046,205,0.151546,4250,0
1047,1044,0.143694,99999,0
1047,1048,0.302538,99999,0
1047,1049,0.274703,99999,0
1048,1000,0.212901,3825,0
1048,1047,0.302538,99999,0
1048,1052,0.035946,3825,0
1049,1047,0.274703,99999,0
1049,1050,0.093139,3825,0
1049,1053,0.13703,3825,0
1050,1044,0.105527,2125,0
1050,1049,0.093139,3825,0
1050,1052,0.282651,3825,0
1051,895,0.16855,4250,0
1052,897,0.650754,99999,0
1052,1048,0.035946,3825,0
1052,1050,0.282651,3825,0
1053,895,0.120359,3825,0
1053,908,0.071538,2401,0
1053,1049,0.13703,3825,0
1053,1054,0.085807,4250,0
1054,1055,0.061827,3188,0
1054,1059,0.129972,4250,0
1055,207,0.217271,9350,0
1056,998,0.22649,99999,0
1056,1058,0.180415,99999,0
1057,174,0.122299,4250,0
1057,994,0.073769,4250,0
1057,1058,0.116244,2125,0
1058,1043,0.080914,2125,0
1058,1056,0.180415,99999,0
1058,1057,0.116244,2125,0
1059,1046,0.190491,4250,0
1060,180,0.040099,3188,0
1060,182,0.06117,4250,0
1061,897,0.19008,99999,0
1061,908,0.232132,1201,0
1061,1002,0.265497,1201,0
1062,1003,0.418745,99999,0
1063,966,0.617429,961,0
1063,6590,0.060423,961,0
1064,915,1.957037,99999,0
1064,943,0.963121,99999,0
1065,1066,2.169959,99999,0
1065,1067,1.344601,99999,0
1066,928,1.547487,1201,0
1066,1065,2.169959,99999,0
1066,1082,1.020132,1201,0
1067,148,2.306665,1201,0
1067,1065,1.344601,99999,0
1067,1068,0.73443,1201,0
1067,1076,0.856842,1201,0
1068,1067,0.73443,1201,0
1068,1082,0.701546,1201,0
1069,1070,0.986157,1201,0
1069,1078,2.493513,1201,0
1070,1069,0.986157,1201,0
1070,1076,1.405699,1201,0
1070,1077,0.708673,99999,0
1071,765,2.923773,1201,0
1071,768,1.290677,99999,0
1071,1085,0.551898,1201,0
1072,1073,0.933979,99999,0
1073,1072,0.933979,99999,0
1073,1074,3.052487,961,0
1073,1082,1.921139,961,0
1074,934,0.474911,1201,0
1074,1073,3.052487,961,0
1074,1086,0.959745,1201,0
1075,148,1.472887,99999,0
1076,1067,0.856842,1201,0
1076,1070,1.405699,1201,0
1077,1070,0.708673,99999,0
1078,150,0.498925,1201,0
1078,1069,2.493513,1201,0
1079,150,0.069226,1201,0
1079,152,0.514096,1201,0
1079,1080,1.060464,99999,0
1080,765,0.602158,99999,0
1080,1079,1.060464,99999,0
1081,152,1.011353,1201,0
1081,765,0.319579,1201,0
1081,767,0.780253,99999,0
1082,1066,1.020132,1201,0
1082,1068,0.701546,1201,0
1082,1073,1.921139,961,0
1082,1083,0.499002,99999,0
1083,1082,0.499002,99999,0
1084,1085,1.479937,99999,0
1085,1071,0.551898,1201,0
1085,1084,1.479937,99999,0
1085,6539,0.671584,1201,0
1086,1074,0.959745,1201,0
1086,6539,0.722427,1201,0
1087,904,1.851185,961,0
1087,1088,1.034872,1201,0
1087,6594,0.516895,1201,0
1088,1087,1.034872,1201,0
1088,1089,1.006645,99999,0
1088,1095,0.259421,1201,0
1089,1088,1.006645,99999,0
1090,1091,0.065017,3188,0
1090,1092,0.610817,2401,0
1090,1129,0.188662,2401,0
1091,1180,0.411765,14025,0
1092,1090,0.610817,2401,0
1092,1100,0.86582,99999,0
1092,1204,0.442707,2401,0
1093,1094,0.924568,2161,0
1093,1122,0.648688,2161,0
1093,1132,0.595196,961,0
1093,7338,1.852467,99999,0
1094,1093,0.924568,2161,0
1094,1106,0.754382,99999,0
1094,1234,0.712641,2161,0
1094,6916,1.859703,961,0
1095,1088,0.259421,1201,0
1095,1097,0.75852,2401,0
1095,1129,0.103738,1201,0
1095,1164,0.278201,2401,0
1096,1091,0.57286,14025,0
1096,1162,0.057345,3188,0
1097,1095,0.75852,2401,0
1097,1181,0.122691,2401,0
1098,1097,0.088695,3188,0
1098,1099,0.840151,14025,0
1099,1163,0.333919,14025,0
1100,1092,0.86582,99999,0
1100,1101,1.217213,99999,0
1100,1111,1.070086,99999,0
1101,1100,1.217213,99999,0
1101,1107,0.513511,961,0
1101,1109,0.633799,961,0
1102,1103,0.843565,99999,0
1102,1209,0.859009,99999,0
1103,1102,0.843565,99999,0
1103,1105,0.478922,961,0
1103,1237,1.561189,961,0
1104,1105,0.631644,961,0
1104,1195,0.756304,961,0
1104,1219,0.587094,961,0
1105,1103,0.478922,961,0
1105,1104,0.631644,961,0
1105,1244,0.646365,961,0
1106,1094,0.754382,99999,0
1106,1107,0.679277,99999,0
1107,1101,0.513511,961,0
1107,1106,0.679277,99999,0
1107,1166,1.312007,961,0
1108,1109,0.951282,1201,0
1108,1112,0.756172,99999,0
1108,1233,0.788005,1201,0
1109,1101,0.633799,961,0
1109,1108,0.951282,1201,0
1109,1110,0.202003,1201,0
1110,1109,0.202003,1201,0
1110,1111,0.842025,1201,0
1110,1243,0.592203,961,0
1111,1100,1.070086,99999,0
1111,1110,0.842025,1201,0
1111,1209,0.778889,1201,0
1112,1108,0.756172,99999,0
1112,1113,1.263076,99999,0
1112,1114,0.715513,99999,0
1112,1243,1.025603,99999,0
1113,1112,1.263076,99999,0
1113,1115,0.310686,2161,0
1113,1233,1.038661,2161,0
1113,7330,2.304013,99999,0
1114,1112,0.715513,99999,0
1114,1115,0.899927,961,0
1114,1236,0.208851,961,0
1115,1113,0.310686,2161,0
1115,1114,0.899927,961,0
1115,1116,0.299308,2161,0
1116,825,0.898735,2161,0
1116,1115,0.299308,2161,0
1116,6894,2.68334,961,0
1117,1118,0.526908,9350,0
1117,1119,0.102091,3188,0
1118,1156,0.290033,9350,0
1119,1120,0.500063,2401,0
1120,1119,0.500063,2401,0
1120,1165,0.075328,2401,0
1121,1122,1.823709,2161,0
1121,1152,0.370537,2161,0
1121,1154,0.242131,961,0
1122,1093,0.648688,2161,0
1122,1121,1.823709,2161,0
1122,1131,0.86076,99999,0
1122,6979,0.933975,961,0
1123,1124,0.166495,961,0
1123,1131,0.497236,99999,0
1123,6415,0.239372,961,0
1124,1123,0.166495,961,0
1124,1128,0.770332,99999,0
1124,1130,1.034194,961,0
1125,1126,0.540977,9350,0
1126,1142,0.618702,9350,0
1126,1149,0.055356,3188,0
1127,1119,0.765154,4250,0
1127,1125,0.083696,3188,0
1127,6411,0.382971,2401,0
1128,1124,0.770332,99999,0
1128,1161,0.357384,99999,0
1129,1090,0.188662,2401,0
1129,1095,0.103738,1201,0
1129,1130,1.763314,961,0
1129,1162,0.279129,2401,0
1130,1124,1.034194,961,0
1130,1129,1.763314,961,0
1130,1166,0.183608,961,0
1131,1122,0.86076,99999,0
1131,1123,0.497236,99999,0
1131,1132,1.110754,99999,0
1132,1093,0.595196,961,0
1132,1131,1.110754,99999,0
1132,1166,0.513651,961,0
1133,896,0.320606,2401,0
1133,1134,0.139331,2401,0
1133,1135,0.080399,3188,0
1134,1133,0.139331,2401,0
1134,1139,0.142434,99999,0
1134,1147,0.144435,2401,0
1135,1136,0.279265,9350,0
1136,1150,0.303524,9350,0
1137,1138,0.778141,961,0
1137,1144,0.121278,961,0
1137,1146,0.273555,99999,0
1138,1137,0.778141,961,0
1138,1143,1.294563,961,0
1138,6417,0.413756,961,0
1139,1134,0.142434,99999,0
1139,1145,0.38334,99999,0
1140,1141,0.175815,2401,0
1140,1149,0.593841,2401,0
1141,898,0.287927,2401,0
1141,1140,0.175815,2401,0
1142,909,0.136347,9350,0
1143,1138,1.294563,961,0
1143,6414,0.039743,961,0
1144,184,0.593458,961,0
1144,1137,0.121278,961,0
1144,1145,0.221891,961,0
1145,896,0.302606,961,0
1145,1139,0.38334,99999,0
1145,1144,0.221891,961,0
1146,1137,0.273555,99999,0
1147,1134,0.144435,2401,0
1147,1148,0.306111,4250,0
1148,1150,0.076883,3188,0
1149,911,0.348198,99999,0
1149,1140,0.593841,2401,0
1150,1117,0.544142,9350,0
1151,1152,0.102946,2161,0
1151,1153,0.384293,99999,0
1151,6418,0.292317,2161,0
1152,1121,0.370537,2161,0
1152,1151,0.102946,2161,0
1153,1151,0.384293,99999,0
1154,1121,0.242131,961,0
1154,6416,0.02798,961,0
1155,902,0.722667,1201,0
1155,6592,0.03987,1201,0
1156,1096,1.259859,9350,0
1157,1158,0.462247,9350,0
1158,6409,0.286575,9350,0
1159,1160,0.556497,2401,0
1159,1164,0.905438,2401,0
1160,1159,0.556497,2401,0
1160,6410,0.035145,2401,0
1161,1128,0.357384,99999,0
1161,1162,0.824656,2401,0
1161,6413,0.585588,2401,0
1162,1129,0.279129,2401,0
1162,1161,0.824656,2401,0
1163,1157,0.84573,9350,0
1164,1095,0.278201,2401,0
1164,1159,0.905438,2401,0
1164,1163,0.059504,3188,0
1165,1120,0.075328,2401,0
1165,6412,0.038834,2401,0
1166,1107,1.312007,961,0
1166,1130,0.183608,961,0
1166,1132,0.513651,961,0
1167,1168,0.567708,99999,0
1167,1175,0.663923,99999,0
1168,1167,0.567708,99999,0
1168,1181,0.543782,2401,0
1168,1211,0.385584,2401,0
1169,914,0.711201,99999,0
1169,1170,0.956127,99999,0
1170,904,1.04115,961,0
1170,1169,0.956127,99999,0
1170,1196,0.435575,961,0
1171,914,0.710849,961,0
1171,1175,0.204459,961,0
1171,1196,0.362861,961,0
1172,1173,0.270283,99999,0
1172,1174,0.198403,99999,0
1173,1172,0.270283,99999,0
1173,1177,0.167816,961,0
1173,1186,0.250205,2161,0
1173,1230,0.10192,2161,0
1174,1172,0.198403,99999,0
1174,1175,0.684312,961,0
1174,1186,0.131254,961,0
1175,1167,0.663923,99999,0
1175,1171,0.204459,961,0
1175,1174,0.684312,961,0
1176,1177,0.191283,99999,0
1176,1186,0.173603,99999,0
1176,1194,0.145484,99999,0
1177,1173,0.167816,961,0
1177,1176,0.191283,99999,0
1177,1193,0.279719,961,0
1178,1179,0.378862,99999,0
1179,1178,0.378862,99999,0
1179,1193,0.238381,961,0
1179,1213,0.161799,961,0
1180,1208,0.645931,14025,0
1181,1097,0.122691,2401,0
1181,1168,0.543782,2401,0
1181,1182,0.166609,961,0
1182,1181,0.166609,961,0
1182,1196,1.368646,961,0
1182,1197,0.84315,99999,0
1183,1184,0.42016,2401,0
1183,1205,0.679868,2401,0
1184,1183,0.42016,2401,0
1184,1185,0.294112,1201,0
1184,1229,0.289609,2401,0
1185,1184,0.294112,1201,0
1185,1195,0.866323,961,0
1185,1209,0.8956,1201,0
1186,1173,0.250205,2161,0
1186,1174,0.131254,961,0
1186,1176,0.173603,99999,0
1186,1203,0.107878,2161,0
1187,1188,0.622268,2401,0
1187,1229,0.144314,2161,0
1187,1230,0.069437,2161,0
1187,1231,0.259171,2401,0
1188,1187,0.622268,2401,0
1188,1192,0.068661,3188,0
1188,1211,0.421955,2401,0
1189,1228,0.259098,14025,0
1190,1183,0.074498,3188,0
1190,1189,0.530902,14025,0
1191,1192,0.446902,14025,0
1192,1210,0.314337,14025,0
1193,1177,0.279719,961,0
1193,1179,0.238381,961,0
1193,1194,0.339126,961,0
1193,1212,0.0943,99999,0
1194,1176,0.145484,99999,0
1194,1193,0.339126,961,0
1194,1198,0.204792,961,0
1195,1104,0.756304,961,0
1195,1185,0.866323,961,0
1195,1218,0.361247,99999,0
1196,1170,0.435575,961,0
1196,1171,0.362861,961,0
1196,1182,1.368646,961,0
1197,1182,0.84315,99999,0
1198,916,1.514823,1201,0
1198,1194,0.204792,961,0
1198,1203,0.133569,1201,0
1199,914,0.24132,961,0
1199,1201,0.166772,961,0
1199,1202,0.444995,99999,0
1200,1201,0.218841,99999,0
1201,1199,0.166772,961,0
1201,1200,0.218841,99999,0
1201,1203,0.187755,961,0
1202,1199,0.444995,99999,0
1203,1186,0.107878,2161,0
1203,1198,0.133569,1201,0
1203,1201,0.187755,961,0
1204,1092,0.442707,2401,0
1204,1205,0.269899,2401,0
1205,1183,0.679868,2401,0
1205,1204,0.269899,2401,0
1206,1207,0.357022,14025,0
1207,1098,0.230869,14025,0
1208,1190,0.807186,14025,0
1209,1102,0.859009,99999,0
1209,1111,0.778889,1201,0
1209,1185,0.8956,1201,0
1210,1206,0.422542,14025,0
1211,1168,0.385584,2401,0
1211,1188,0.421955,2401,0
1212,1193,0.0943,99999,0
1212,1213,0.35951,99999,0
1212,1230,0.427259,99999,0
1213,1179,0.161799,961,0
1213,1212,0.35951,99999,0
1213,1222,0.447307,961,0
1214,1215,0.37119,2401,0
1214,1218,0.396201,99999,0
1214,1229,0.431163,2401,0
1215,1214,0.37119,2401,0
1215,1217,0.05181,3188,0
1215,1232,0.51958,2401,0
1216,1217,0.172102,14025,0
1217,1223,0.406637,14025,0
1218,1195,0.361247,99999,0
1218,1214,0.396201,99999,0
1218,1219,0.881768,99999,0
1219,1104,0.587094,961,0
1219,1218,0.881768,99999,0
1219,1224,0.50875,961,0
1220,1191,1.063739,14025,0
1220,1221,0.090118,3188,0
1221,1222,0.368851,2401,0
1221,1231,0.509633,2401,0
1222,1213,0.447307,961,0
1222,1221,0.368851,2401,0
1222,1227,0.293536,2401,0
1223,918,0.717033,14025,0
1223,1232,0.074462,3188,0
1224,1219,0.50875,961,0
1224,1225,0.247524,2401,0
1224,1232,0.270561,2401,0
1225,922,0.12918,2401,0
1225,1224,0.247524,2401,0
1225,1226,0.072121,2401,0
1226,1225,0.072121,2401,0
1226,1227,0.43583,2401,0
1227,931,0.109942,3188,0
1227,1222,0.293536,2401,0
1227,1226,0.43583,2401,0
1228,1216,0.670398,14025,0
1229,1184,0.289609,2401,0
1229,1187,0.144314,2161,0
1229,1214,0.431163,2401,0
1230,1173,0.10192,2161,0
1230,1187,0.069437,2161,0
1230,1212,0.427259,99999,0
1231,1187,0.259171,2401,0
1231,1221,0.509633,2401,0
1232,1215,0.51958,2401,0
1232,1224,0.270561,2401,0
1233,1108,0.788005,1201,0
1233,1113,1.038661,2161,0
1233,1234,0.635408,2161,0
1234,1094,0.712641,2161,0
1234,1233,0.635408,2161,0
1234,7331,2.241531,99999,0
1235,1236,1.14425,961,0
1235,1237,0.44137,961,0
1235,1243,0.779252,961,0
1236,1114,0.208851,961,0
1236,1235,1.14425,961,0
1236,1246,0.631357,99999,0
1237,1103,1.561189,961,0
1237,1235,0.44137,961,0
1237,1238,0.779229,961,0
1238,1237,0.779229,961,0
1238,1242,0.752807,961,0
1238,1247,1.088949,961,0
1239,1240,0.508789,99999,0
1239,1242,0.332718,99999,0
1240,770,1.74547,1201,0
1240,1239,0.508789,99999,0
1240,1241,0.442826,1201,0
1241,772,1.765189,99999,0
1241,1240,0.442826,1201,0
1241,1245,0.754396,1201,0
1242,1238,0.752807,961,0
1242,1239,0.332718,99999,0
1242,1244,1.426492,961,0
1243,1110,0.592203,961,0
1243,1112,1.025603,99999,0
1243,1235,0.779252,961,0
1244,932,0.623935,961,0
1244,1105,0.646365,961,0
1244,1242,1.426492,961,0
1245,926,1.098906,1201,0
1245,932,0.400608,1201,0
1245,1241,0.754396,1201,0
1246,1236,0.631357,99999,0
1246,1247,0.532563,99999,0
1247,1238,1.088949,961,0
1247,1246,0.532563,99999,0
1247,1248,0.100854,961,0
1248,770,0.627792,961,0
1248,825,0.697652,961,0
1248,1247,0.100854,961,0
1249,1250,0.717004,14025,0
1249,1251,0.053931,3188,0
1250,1328,0.510937,14025,0
1251,1252,0.212999,2401,0
1251,1299,0.237185,2401,0
1252,1251,0.212999,2401,0
1252,1253,0.087003,961,0
1252,1331,1.531961,1201,0
1252,1343,0.330283,4250,0
1253,921,0.933873,961,0
1253,1252,0.087003,961,0
1253,1265,0.22653,3188,0
1254,1255,1.065281,99999,0
1254,1258,1.062109,99999,0
1255,1254,1.065281,99999,0
1255,1259,0.080301,1201,0
1255,1266,1.135217,1201,0
1256,1257,0.368247,2161,0
1256,1306,0.802616,2161,0
1257,1256,0.368247,2161,0
1257,1260,0.912621,99999,0
1257,1261,1.560971,961,0
1257,1311,0.476596,2161,0
1257,1317,0.939536,99999,0
1258,1254,1.062109,99999,0
1258,1259,0.914056,1201,0
1258,1262,0.905239,99999,0
1258,1269,1.139703,1201,0
1258,1291,1.103243,1201,0
1258,1307,0.961428,99999,0
1259,1255,0.080301,1201,0
1259,1258,0.914056,1201,0
1259,1346,0.575221,1201,0
1259,1351,0.242323,1201,0
1260,1257,0.912621,99999,0
1260,1261,0.736421,99999,0
1261,1257,1.560971,961,0
1261,1260,0.736421,99999,0
1261,1278,0.095471,961,0
1262,1258,0.905239,99999,0
1262,1263,0.440547,99999,0
1263,1262,0.440547,99999,0
1263,1267,0.542162,1201,0
1263,1346,0.349016,1201,0
1264,1265,0.440933,14025,0
1265,1300,0.223006,14025,0
1266,1253,0.36671,4250,0
1266,1255,1.135217,1201,0
1267,1263,0.542162,1201,0
1267,1268,0.206587,1201,0
1267,1269,0.835754,1201,0
1267,1363,0.535207,2161,0
1268,1267,0.206587,1201,0
1268,1270,0.347639,99999,0
1268,1271,0.88137,1201,0
1268,1278,0.532695,1201,0
1269,1258,1.139703,1201,0
1269,1267,0.835754,1201,0
1269,1307,0.578781,99999,0
1270,1268,0.347639,99999,0
1270,1271,0.56295,99999,0
1270,1363,0.296531,99999,0
1271,1268,0.88137,1201,0
1271,1270,0.56295,99999,0
1271,1389,0.697986,1201,0
1272,1273,0.277139,4250,0
1272,1280,0.075717,1201,0
1272,1365,0.183922,1201,0
1273,1394,0.459124,4250,0
1274,1275,1.673539,961,0
1274,1341,0.41848,99999,0
1274,1342,0.685224,1201,0
1274,1367,0.244827,1201,0
1275,1274,1.673539,961,0
1275,1368,0.784379,99999,0
1275,1369,0.157311,1201,0
1275,1400,0.99841,1201,0
1276,1277,0.960192,99999,0
1276,1367,0.890037,99999,0
1277,830,0.551059,1201,0
1277,1276,0.960192,99999,0
1277,1289,1.606322,1201,0
1278,1261,0.095471,961,0
1278,1268,0.532695,1201,0
1278,1286,0.425877,1201,0
1279,1280,0.172419,4250,0
1280,1272,0.075717,1201,0
1280,1354,0.175764,4250,0
1281,1279,0.069691,3188,0
1281,1282,0.489971,14025,0
1282,1358,0.388595,14025,0
1283,1273,0.058191,3188,0
1283,1396,0.581158,14025,0
1284,1283,0.339592,14025,0
1285,1286,1.404284,99999,0
1285,1395,0.573995,99999,0
1286,1278,0.425877,1201,0
1286,1285,1.404284,99999,0
1286,1318,0.58366,1201,0
1287,786,0.433841,2161,0
1287,1288,0.475407,2161,0
1287,1398,0.539935,99999,0
1288,784,0.443791,1201,0
1288,1287,0.475407,2161,0
1288,1320,0.346981,2161,0
1289,1277,1.606322,1201,0
1289,1366,1.398171,1201,0
1290,1291,0.887058,1201,0
1290,1293,1.084231,1201,0
1290,1296,0.678374,99999,0
1291,1258,1.103243,1201,0
1291,1290,0.887058,1201,0
1291,1292,0.769271,99999,0
1291,1306,1.262231,2161,0
1292,1291,0.769271,99999,0
1292,1293,1.211026,99999,0
1293,917,0.459995,1201,0
1293,1290,1.084231,1201,0
1293,1292,1.211026,99999,0
1293,1294,0.851091,961,0
